지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),평균 전운량(1/10),평균 지면온도(°C)
108,서울,2015-07-01,23.7,21,600,27.9,1349,.33,.5,7.6,230,1524,3.8,66.3,18.9,985.8,995.4,4.4,28.3
108,서울,2015-07-02,23.7,20.4,505,29.3,1552,,,6.9,230,1503,4,64.5,18,991.2,1000.9,4.6,28.3
108,서울,2015-07-03,23.3,19.2,541,28.3,1340,,,7,270,1423,3,62.6,17.2,995.4,1005.2,2.1,28.2
108,서울,2015-07-04,24.1,18.2,523,29.9,1604,,,4.9,230,1750,2.2,55.8,16.1,999.1,1008.8,1.9,29.7
108,서울,2015-07-05,24.2,20.1,547,29.6,1256,,,4.9,270,1618,2.3,57.4,16.9,1000.9,1010.7,5.1,27.7
108,서울,2015-07-06,25.3,20.2,532,32.5,1544,,,5.3,270,1648,2.2,54.3,16.8,1001.1,1010.8,3.9,30.9
108,서울,2015-07-07,25.6,21.4,524,29.7,1441,,,4.4,180,1435,2,52.1,16.8,1000.1,1009.8,7.6,29.7
108,서울,2015-07-08,23.4,20.7,458,26.3,1539,5.83,.5,6.2,70,1833,4,69.8,19.9,1001.6,1011.4,9.4,26.1
108,서울,2015-07-09,26.5,22.1,529,31.8,1350,,,4.9,90,839,2.9,61.3,21,1004.2,1013.9,6.8,29.3
108,서울,2015-07-10,29.2,23.6,422,34.3,1459,,,3.4,160,1152,1.9,60.9,23.8,1002.9,1012.6,5.6,33.2
108,서울,2015-07-11,30.4,25.7,525,36,1446,3.17,0,4.8,270,1740,2.1,60.3,25.5,999,1008.5,7.5,34.9
108,서울,2015-07-12,24.8,24,603,28,1,24,29,5.8,70,1448,4,94.1,29.3,986,995.6,10,25.9
108,서울,2015-07-13,23.1,21.4,1214,24.9,1823,14.08,10,8,230,1048,5.2,90.8,25.5,983.3,992.9,9.5,23.6
108,서울,2015-07-14,26.1,22.5,428,31.4,1440,,,6.4,230,1544,3.5,72.4,24,993.3,1003,5,27
108,서울,2015-07-15,27.9,22.7,531,33.9,1645,,,7.1,70,2353,2.9,58.8,21.3,996.4,1006,3.3,28.7
108,서울,2015-07-16,24.7,20.6,2351,28.9,1539,,,6.7,70,1,5,51.3,15.8,997.4,1007.1,3.9,27.8
108,서울,2015-07-17,23.6,18.4,539,28.6,1521,,,5.8,70,125,3.6,49.8,14.3,996.5,1006.2,6.1,26.8
108,서울,2015-07-18,24.3,22.3,516,27.8,1537,3.95,.5,4.6,230,937,2.2,63.5,19.3,999.2,1009,9.9,27.7
108,서울,2015-07-19,25.1,21.3,705,29.8,1633,8.33,5,3.6,50,905,1.8,77.4,24.1,1000.9,1010.7,8.6,26.2
108,서울,2015-07-20,27.5,24.4,544,31.2,1226,,,3.6,140,1427,2.4,71.4,26.1,998.9,1008.6,8.5,27.2
108,서울,2015-07-21,27,24.6,829,29.6,1708,3.92,11,3.4,270,1425,1.6,81.6,28.7,996.7,1006.4,9.5,27.2
108,서울,2015-07-22,27.7,25.3,558,31.7,1544,2,1,4.8,270,1652,1.8,76.9,28.4,996,1005.6,8.5,28.6
108,서울,2015-07-23,26.9,24.9,2149,32.1,1342,7.83,16,6.2,200,2024,2.1,81,28.3,996.7,1006.3,9.5,27.5
108,서울,2015-07-24,24.7,22.6,948,25.4,27,19.58,26.5,5.8,230,607,2,96.9,29.9,994.8,1004.5,10,26
108,서울,2015-07-25,25,24.4,18,26.4,1357,13.08,80,6.4,230,1834,3.2,95.1,29.9,995.7,1005.4,10,25.4
108,서울,2015-07-26,26,23.5,705,30,1441,9.5,40.5,5.2,200,558,2.6,85.5,28.3,998,1007.7,8.4,25.4
108,서울,2015-07-27,26.2,24.4,519,30,1717,6,1.5,4.5,290,1909,2.3,86,28.9,998.2,1007.9,8.4,25.5
108,서울,2015-07-28,27.7,24.6,431,31.2,1342,.58,0,5.4,270,1502,2.7,74.4,27.1,997.9,1007.5,7.3,28.8
108,서울,2015-07-29,26.7,24.8,929,28.8,1752,4.28,4,5.7,200,642,2.6,82.9,28.8,996.4,1006,8.4,26.2
108,서울,2015-07-30,28.6,25.5,359,33.1,1521,,,7,230,1542,3.5,76.4,29.4,998,1007.6,6.9,28.6
108,서울,2015-07-31,27.9,26.2,348,32.4,1405,,,6.3,230,1548,2.7,74.3,27.7,999.1,1008.8,6.6,29.3
108,서울,2015-08-01,28.2,26,338,31.6,1514,,,6.4,230,1437,3.1,72.8,27.5,999.6,1009.2,6.9,28.7
108,서울,2015-08-02,26.5,24.1,227,29.2,1609,4.67,16.5,7.3,250,211,2.7,84.3,28.9,999.8,1009.5,8.4,26.5
108,서울,2015-08-03,27.9,25.6,550,31.5,1510,.2,0,7.2,250,1600,3.8,71.5,26.5,998.6,1008.2,5.8,29.1
108,서울,2015-08-04,27.5,25.4,516,30.8,1540,,,7.8,200,1314,4.5,73.3,26.7,996.7,1006.3,8.5,27.2
108,서울,2015-08-05,28.6,25.9,748,32.7,1530,1.33,.1,7.8,230,909,3.7,67,25.6,998.1,1007.7,6.6,29.7
108,서울,2015-08-06,29.3,24.5,611,34.4,1422,,,4.3,270,1432,2,64.5,25.8,1001.9,1011.5,3.1,31.6
108,서울,2015-08-07,28.9,26,1705,34.4,1453,2.2,11,4.4,360,1701,1.4,71.3,27.8,1004.8,1014.4,2.8,32.6
108,서울,2015-08-08,26.6,24.3,1500,33,1241,1.43,7.5,8.1,290,1330,2.1,79.1,27.2,1003.5,1013.3,6.5,27.2
108,서울,2015-08-09,26.7,23.3,548,31,1525,,,4.9,290,1835,2.1,74.4,25.5,1001.1,1010.7,6.6,28.4
108,서울,2015-08-10,27,23.9,545,32,1535,,,4.9,270,1908,2.3,72.1,25.3,999.6,1009.3,6.5,28.7
108,서울,2015-08-11,26.8,24.5,335,30.6,1601,,,5.9,200,1714,2.1,73.6,25.6,997.5,1007.2,6.4,27.8
108,서울,2015-08-12,27.3,22.1,533,32.9,1540,,,4.8,340,1955,2,67.5,23.5,994.6,1004.2,2,31
108,서울,2015-08-13,26.5,23.9,545,31.1,1629,2.7,0,5.4,270,1707,1.9,68.6,23.6,994.8,1004.5,4.8,29.5
108,서울,2015-08-14,26.9,22.7,436,32.5,1436,,,5,270,1807,2.4,66.4,22.8,995.8,1005.5,3.9,30.9
108,서울,2015-08-15,27.1,23.1,559,30.8,1302,.58,.1,4.1,290,1604,1.9,70.4,24.8,998.1,1007.7,4.3,29.5
108,서울,2015-08-16,25.8,20.7,2351,31.2,1520,3.47,29,4.7,70,2233,2,74.9,24.4,997.6,1007.3,8.3,29.3
108,서울,2015-08-17,26.6,19.8,532,32.9,1547,,,4.1,70,2352,2.2,61.5,20.5,998.4,1008.1,3.3,28.6
108,서울,2015-08-18,27.9,24.1,555,32.2,1735,,,4.4,270,1836,2.5,59.9,22.2,1002.4,1012,5.1,27.5
108,서울,2015-08-19,26.8,24.2,543,29.7,1339,.75,0,3.7,270,1737,1.8,70.3,24.6,1003,1012.7,8.6,26.9
108,서울,2015-08-20,25.4,24.2,2340,28.1,1030,1.6,.4,5.5,270,1130,1.7,75.5,24.3,999.2,1009,9.6,26.4
108,서울,2015-08-21,25.2,23,630,29.3,1645,6.75,2.5,4.2,290,1905,2,78.3,24.7,994.7,1004.3,7.1,25.8
108,서울,2015-08-22,25.5,23.4,636,29.6,1545,.25,0,4.3,250,1050,2.5,69.8,22.4,995.4,1005.1,6.9,26.9
108,서울,2015-08-23,26.3,20.9,610,31.7,1405,,,3.4,290,1431,1.7,65.5,21.8,997,1006.7,4.4,28.2
108,서울,2015-08-24,26.3,23.3,546,30.3,1307,,,7.7,70,2028,3.8,60.6,20.6,997.3,1007,6.8,27.6
108,서울,2015-08-25,21.7,19.2,2359,24.5,1,16.3,5.5,5.3,70,35,3.2,76.4,19.5,992.7,1002.5,9.9,22.7
108,서울,2015-08-26,21.9,18.9,204,25.3,1141,1.72,0,6.2,320,128,2.9,68.4,17.9,995.6,1005.4,8.5,22.3
108,서울,2015-08-27,24.7,21.2,641,30,1557,.75,0,5.2,230,6,3.1,61.1,18.2,996.9,1006.6,1.9,27.3
108,서울,2015-08-28,23.2,19,539,28.1,1303,1.58,.3,4.3,180,1452,1.7,69.4,19.5,998.3,1008.1,5,24.7
108,서울,2015-08-29,24.4,19,542,30.8,1512,,,4.6,290,1833,1.7,65.8,19.3,999,1008.7,1.3,28.4
108,서울,2015-08-30,24.9,19.9,621,31,1523,.42,0,5.3,360,1730,1.6,65.9,19.9,1000.7,1010.5,1.3,29.4
108,서울,2015-08-31,25.9,21,504,31.2,1406,,,4.6,70,2228,1.9,62.9,20.4,1001.7,1011.4,3.8,28.8
108,서울,2015-09-01,25.9,22.6,559,30.7,1405,,,5.3,70,1250,3.4,59.4,19.4,1000.4,1010.1,7.4,28.3
108,서울,2015-09-02,23.9,22,2353,27.7,1132,3.73,.5,6.7,230,1337,2.1,72.8,21.4,1001.7,1011.5,8.5,26.1
108,서울,2015-09-03,23.9,19.8,629,28.2,1604,2.75,18,5.3,270,1830,2.3,75.1,21.7,1001,1010.8,4.1,25.7
108,서울,2015-09-04,24.8,20.6,553,30.7,1418,,,5,250,1537,2.2,68.5,20.7,1001.9,1011.7,5,25
108,서울,2015-09-05,21.9,19.4,1045,23.6,1,3.7,5,5.9,320,958,2.1,79.8,20.9,999.1,1009,9.4,23.5
108,서울,2015-09-06,22.2,19.3,640,26.2,1153,,,6.3,70,1416,3.7,60.4,15.9,997.9,1007.8,4.8,22.8
108,서울,2015-09-07,22.6,16.8,622,28.7,1516,,,4.5,50,928,2.4,52.9,14.1,1002.8,1012.7,.5,23.5
108,서울,2015-09-08,22.7,16.2,632,28.9,1510,,,5,70,2348,3.2,43.6,11.2,1006.1,1016,0,25.2
108,서울,2015-09-09,22.4,15.3,620,30.1,1548,,,5.9,50,2046,2.9,42.9,11.3,1006.5,1016.4,.4,25.8
108,서울,2015-09-10,22.4,17,559,28.4,1411,,,5.3,270,1556,2.4,62.3,16.6,1004,1013.9,.9,26.8
108,서울,2015-09-11,21,16.8,2113,24.4,1155,5.3,2.5,4.4,270,1250,2.1,76.4,18.8,1000.2,1010.1,9.3,23.4
108,서울,2015-09-12,19.2,15.5,630,24,1511,,,4.8,270,1829,1.9,60.4,13,999.8,1009.8,7.9,22.4
108,서울,2015-09-13,20.2,15.2,614,26,1555,,,4.9,270,1055,2.6,54.1,12.2,1006.7,1016.7,.5,23.9
108,서울,2015-09-14,22.1,16.4,613,27.8,1507,,,3.8,270,2015,1.6,61.1,15.7,1011.3,1021.3,3.6,24.3
108,서울,2015-09-15,22.8,17.4,517,28.7,1340,,,3.8,70,1444,2.2,48.5,12.7,1010.4,1020.4,3.8,26.4
108,서울,2015-09-16,21.6,16,625,26.7,1420,,,4.4,70,2310,2.5,45.5,11.4,1008,1018,4.8,25.5
108,서울,2015-09-17,21.4,15.5,643,27.6,1430,,,5.1,70,1028,3.1,46.4,11.4,1007.1,1017.1,1.5,26.1
108,서울,2015-09-18,21.9,15.9,548,29.2,1448,,,5.1,270,1822,2.4,52.1,13.4,1006.6,1016.5,2.5,26.3
108,서울,2015-09-19,22.3,17,649,29,1607,,,5.4,270,1748,2.4,58.3,15.1,1003.6,1013.5,2.6,26.4
108,서울,2015-09-20,22.1,17.9,500,28.3,1323,,,4.6,270,1452,2,69,17.7,1002.3,1012.2,4.5,24.7
108,서울,2015-09-21,22.6,16.5,624,29.4,1546,,,4,250,1527,1.5,62.1,16,1004.3,1014.2,.4,25.8
108,서울,2015-09-22,23.9,18,614,31,1520,,,3.6,250,1540,1.8,48.4,13.6,1005.3,1015.2,.5,26.7
108,서울,2015-09-23,22,19,620,26.1,1226,,,3.2,70,748,1.7,57.9,15,1000.9,1010.7,6.6,22.7
108,서울,2015-09-24,23.4,17.5,534,30.6,1546,,,4.3,70,759,1.9,56.4,15.2,997.6,1007.4,3,26.5
108,서울,2015-09-25,23.4,19,626,29.8,1538,,,4.9,270,1751,2.5,56.5,15.8,997.6,1007.4,2.9,26.9
108,서울,2015-09-26,22.4,17.9,707,28,1457,,,4.3,290,1307,1.8,54.5,14.2,1001.2,1011.1,1.9,25.4
108,서울,2015-09-27,21.9,14.2,633,29.8,1520,,,4.2,270,1659,1.9,39.4,9.8,1004.9,1014.8,0,24.6
108,서울,2015-09-28,21.4,15.5,648,28.3,1343,1.32,0,4.8,340,1641,1.6,39.6,9.5,1009.4,1019.4,5.8,22.2
108,서울,2015-09-29,22.1,15.9,612,28.2,1510,,,4.8,70,1000,2.3,36.6,9.4,1013.5,1023.4,3.4,25.2
108,서울,2015-09-30,21.3,19.4,704,26.2,1447,,,4.6,70,119,2.6,45.3,11.3,1010.9,1020.9,8.9,24.9
108,서울,2015-10-01,16.3,10.7,2343,19.7,119,9.78,35,8.2,290,2017,3.6,77.5,14.7,993,1003,8.3,17.8
108,서울,2015-10-02,16.5,8.6,524,21.5,1522,,,8.6,250,1534,3.7,53.5,10,1003.5,1013.6,2.8,16.4
108,서울,2015-10-03,19.2,13.3,2346,24.5,1409,,,6.5,270,1521,3.8,49.4,11.1,1008.2,1018.3,4.5,19.7
108,서울,2015-10-04,16.6,11.2,640,22.4,1506,,,4.1,270,1518,1.8,38.9,7.2,1015.9,1026.1,6.3,17.1
108,서울,2015-10-05,18,11,645,25.6,1512,,,4.9,250,1332,1.9,49.4,9.6,1013.3,1023.5,.1,17.9
108,서울,2015-10-06,18.7,12.1,639,26.3,1404,,,5,290,1913,1.9,57.5,11.7,1010.8,1020.9,0,18.5
108,서울,2015-10-07,19.6,14.1,641,25.7,1245,,,3.5,320,1653,1.4,67.5,14.9,1007.4,1017.4,4.8,19.1
108,서울,2015-10-08,20.1,15.7,554,26.4,1509,,,5.2,270,2228,2.3,61.1,13.7,1001.8,1011.8,3.9,21.2
108,서울,2015-10-09,16.2,12.8,709,20.5,1432,,,6,270,1322,3.7,43.8,7.8,1000.7,1010.8,.8,19.1
108,서울,2015-10-10,12.8,10.4,2347,17.2,1535,5.92,3.5,5.3,200,17,2.2,70.9,10.5,999.7,1009.9,8.6,15.6
108,서울,2015-10-11,10.8,8.1,618,14.4,1327,3.98,3.5,6.1,230,1344,2.4,72.6,9.4,1002.1,1012.5,6.8,12.6
108,서울,2015-10-12,12.3,8.2,651,17.9,1437,,,7.1,250,1446,2.7,56.5,7.7,1007.1,1017.4,2.3,14
108,서울,2015-10-13,15,7.8,638,21.3,1344,,,6.7,270,1309,2.5,66.4,11.3,1009.7,1019.9,.8,14.7
108,서울,2015-10-14,17.1,10.9,658,24.5,1437,,,3.7,270,1651,1.6,64.6,11.7,1010.3,1020.4,.1,17
108,서울,2015-10-15,17.9,12.1,635,26.1,1537,,,4.2,250,1717,1.8,62.1,12.1,1009.5,1019.6,3.1,17.3
108,서울,2015-10-16,17.5,13.2,647,24.2,1505,,,4,290,1706,1.8,71,14,1009.5,1019.7,2.4,18.1
108,서울,2015-10-17,18.7,12.4,648,26.6,1519,,,4.3,270,1441,1.7,64.8,13.3,1010.4,1020.5,0,18.1
108,서울,2015-10-18,17.9,12.4,705,24.2,1301,,,3.8,250,1312,1.3,65.1,12.9,1010,1020.1,.1,17.6
108,서울,2015-10-19,18.1,13.6,509,23.9,1442,,,4,290,1629,2,67.4,13.5,1007.2,1017.2,.5,18.1
108,서울,2015-10-20,18.8,15.4,238,25.1,1435,,,4.1,270,1750,1.6,69.5,14.6,1007,1017,2.9,19.3
108,서울,2015-10-21,17.9,13.9,614,22.7,1459,,,3.8,290,1423,1.6,72.5,14.5,1009,1019.1,0,18.6
108,서울,2015-10-22,17.5,14.5,308,23.1,1441,,,4.3,70,907,2.2,64.8,12.7,1010.3,1020.4,2.1,18.2
108,서울,2015-10-23,17.5,15.2,1,21.4,1434,,,4.9,200,1518,2.4,69.1,13.6,1008.7,1018.9,6.1,18.6
108,서울,2015-10-24,16.9,13.2,2344,22,1540,1.87,10.5,4.9,290,1143,2.5,64.4,12.2,1008.3,1018.5,4.4,17.8
108,서울,2015-10-25,16.3,12.1,640,22.8,1446,,,4.2,50,226,2.1,51,9.1,1013.4,1023.6,.9,15.9
108,서울,2015-10-26,15,12,253,18.7,1324,5.8,2,4.6,230,1946,2.4,66.8,11.3,1008.6,1018.8,8.5,15.2
108,서울,2015-10-27,12.1,7.7,2351,15.9,1409,.07,26.5,6.7,270,1644,3.2,69.3,9.9,1001.4,1011.7,4.6,14.4
108,서울,2015-10-28,9.9,5.6,703,15.8,1546,,,5.9,270,1425,2.5,49,5.9,1009.3,1019.7,.3,11.4
108,서울,2015-10-29,8.4,3.2,713,14.7,1404,2.08,.5,7.1,250,1558,2.4,50.4,5.5,1012.2,1022.7,2,9.8
108,서울,2015-10-30,5.4,1.7,742,10.4,1505,,,6.8,270,1411,2.6,41.8,3.7,1017.1,1027.8,.1,8.2
108,서울,2015-10-31,5.7,1.1,528,12.3,1521,,,5.2,320,942,2.1,42.5,3.8,1019.2,1029.9,0,7.5
108,서울,2015-11-01,7,1.3,449,12.6,1439,,,3.4,270,1458,1.6,48.4,4.7,1015.3,1025.9,7.3,8.1
108,서울,2015-11-02,10.8,6.1,718,15.2,1526,,,5.2,270,1411,1.6,60.5,7.8,1012.6,1023,4.9,10.4
108,서울,2015-11-03,11.8,6.6,733,18.7,1503,,,3.5,250,1248,1.4,67.6,8.9,1018.4,1028.8,0,10.9
108,서울,2015-11-04,12.2,5.8,654,19.8,1458,,,3,270,1634,1.6,62,8.3,1018.1,1028.6,2,11.1
108,서울,2015-11-05,13.2,8.6,728,19.2,1351,,,4.5,270,1405,1.7,63.9,9.5,1015.2,1025.6,2.5,12.2
108,서울,2015-11-06,13.5,9.6,2334,19.2,1305,7.62,4.5,7.7,70,1758,4.7,63.9,9.7,1015.4,1025.7,7.1,12.4
108,서울,2015-11-07,10.5,9.3,249,11.7,2246,24,24.5,7.3,70,1129,6,91.5,11.6,1011.7,1022.1,10,11.2
108,서울,2015-11-08,11.1,10.3,2333,11.8,1225,22.67,10.5,7.5,70,1009,5.2,90.6,11.9,1006,1016.4,10,11.7
108,서울,2015-11-09,10.8,9.8,654,12.1,1515,7.42,3.5,3.9,290,2002,2.1,87.6,11.3,1007.6,1018,9.8,12.3
108,서울,2015-11-10,10,7.7,744,13.5,1624,,,4,290,237,1.8,80,9.7,1013.3,1023.8,5.9,10.7
108,서울,2015-11-11,11.6,6.6,611,17.7,1350,,,4.1,70,2334,1.6,72.4,9.7,1017.7,1028.2,3.6,11.3
108,서울,2015-11-12,14.5,10.2,404,21,1422,,,4.5,70,857,2.8,63.5,10.3,1019.1,1029.4,3.1,12.8
108,서울,2015-11-13,11.5,10.5,2000,13.1,910,14.67,22.5,5.9,70,1524,4,83.8,11.2,1011,1021.4,9.8,11.1
108,서울,2015-11-14,12.8,11,1,14.2,1433,15.33,3.5,3.9,70,14,1.4,97.3,14.3,1004.1,1014.3,9.4,12.9
108,서울,2015-11-15,13.4,10.6,747,17.2,1400,,,3.9,270,1250,1.8,84.5,12.8,1009.6,1019.9,6.3,13.4
108,서울,2015-11-16,12.2,10.7,337,14,1446,10.42,5.5,5.1,70,2046,2.8,85.1,12,1006.7,1017,9.3,12.1
108,서울,2015-11-17,13.9,11,655,19.3,1514,,,4.6,290,1409,1.8,69.6,10.8,1007.9,1018.1,4.6,13.8
108,서울,2015-11-18,10.4,8.4,2211,12.6,834,10.83,5.5,7.2,70,1731,5.1,70.6,8.9,1010.4,1020.8,8.9,10.8
108,서울,2015-11-19,8.9,6.7,518,10.8,1428,,,5.2,70,5,2.6,72.8,8.3,1012.3,1022.8,7.6,9.2
108,서울,2015-11-20,9.8,7.1,452,14.4,1345,,,4.5,320,2206,1.5,72.6,8.6,1013.6,1024.1,5.8,10
108,서울,2015-11-21,9.2,5,726,15.4,1451,,,4.6,290,1646,1.8,55.9,6.4,1016.8,1027.3,2.1,8.8
108,서울,2015-11-22,10.2,5.9,635,15.7,1315,5.67,3.5,5.9,70,2230,2.4,66.5,8.1,1017.3,1027.8,8.1,9.4
108,서울,2015-11-23,8.5,6.5,2357,11,1438,8.67,6.5,5.7,70,840,3.3,80.9,8.9,1014.9,1025.5,9.5,10.1
108,서울,2015-11-24,5.6,2.7,645,8.8,1614,1.72,.5,5.7,70,1938,3.1,69.5,6.3,1015,1025.7,8.3,7.9
108,서울,2015-11-25,2.4,.9,2355,5.3,1,16.25,11,5.5,70,146,2.7,86.8,6.3,1008.4,1019.1,9.4,6
108,서울,2015-11-26,-2.7,-4.8,2400,.9,1,3.7,0,6.2,290,1226,3.7,63.8,3.3,1005.7,1016.6,7,1.9
108,서울,2015-11-27,-2.8,-7.3,606,2,1423,,,5.8,290,1326,2.6,59.1,3,1014.6,1025.6,4.4,1.3
108,서울,2015-11-28,.1,-2.7,1,2.6,1528,3.92,.1,3.8,50,713,2.1,70.8,4.4,1019.1,1030,7.6,1.8
108,서울,2015-11-29,2.5,1,1,3.9,2250,13.38,3,4.7,70,859,3.3,87.9,6.4,1015.7,1026.5,9.8,3.8
108,서울,2015-11-30,4.1,.9,2343,8.5,1523,,,4.3,290,1217,2,69.1,5.5,1013.7,1024.5,2.5,5.3
108,서울,2015-12-01,4,-1.3,717,10.4,1541,,,3.8,70,1012,1.9,57.8,4.5,1014.4,1025.1,1.5,3.2
108,서울,2015-12-02,6,2.9,2309,8.5,1126,9,13.5,7,290,2301,3.2,71.4,6.8,1004.8,1015.3,7.8,5.4
108,서울,2015-12-03,-.7,-3.2,2357,3.3,1,12.17,7.1,8,320,1718,4.1,79.3,4.7,1002.9,1013.7,8.3,2.2
108,서울,2015-12-04,-.4,-4.4,738,3.1,1643,,,5.3,320,22,2.8,63.9,3.8,1011.2,1022,3.4,1.6
108,서울,2015-12-05,3.4,.6,2312,7.2,1331,,,6.7,290,1125,3.1,51.4,4,1014.4,1025.2,6.3,3.5
108,서울,2015-12-06,1.3,-2,800,7.8,1545,,,3.1,340,2,1.2,46.4,3,1018,1028.8,5,2.1
108,서울,2015-12-07,1.9,-3.4,659,6.7,1514,,,4.3,290,1317,1.8,51.1,3.5,1019.7,1030.6,1.9,2.3
108,서울,2015-12-08,2.9,-1.4,716,9.6,1418,,,2.6,250,1404,1.3,55.9,4.1,1021.9,1032.7,0,2.3
108,서울,2015-12-09,5,-.8,602,10.9,1520,,,3.8,70,918,2.3,57.4,5,1019.1,1029.9,5.3,3
108,서울,2015-12-10,7.8,5.8,2355,9.2,1327,6.83,.3,3.9,110,402,2.3,74.8,7.8,1008.4,1018.9,8.8,6.1
108,서울,2015-12-11,6.4,3.3,512,12.2,1345,,,6.6,70,2349,3.4,56.5,5.2,1008,1018.6,2,5.1
108,서울,2015-12-12,5.2,1.1,738,11,1519,,,6.4,70,9,2.6,50.1,4.3,1014.3,1024.9,1.3,3.8
108,서울,2015-12-13,5.2,.9,802,12.2,1440,,,3.3,20,1615,1.4,50.5,4.3,1013.1,1023.8,1.6,4
108,서울,2015-12-14,5,2.6,45,6.4,1214,12.45,2.5,3.8,50,1749,2.2,75.6,6.6,1010.2,1020.8,9.8,4.8
108,서울,2015-12-15,4.7,2,2349,8.2,1503,.65,.1,6.3,290,1435,2.8,69.8,6,1008,1018.6,8,5.9
108,서울,2015-12-16,-1,-5,2351,2.8,1259,,,6.6,360,1342,3.9,50.9,2.9,1008.7,1019.6,2,2.4
108,서울,2015-12-17,-4.6,-7.4,752,-.4,1522,,,5.3,340,929,2.7,43.4,1.9,1017,1028.1,0,-.1
108,서울,2015-12-18,-3.3,-7,556,-1,2035,.42,0,4,110,1037,2.2,61.9,3,1021.9,1033,6.3,-.6
108,서울,2015-12-19,-.1,-4.6,746,6.8,1502,,,3,90,1026,1.7,66.3,3.9,1024.3,1035.3,.5,-.2
108,서울,2015-12-20,1.5,-3.4,739,6,1530,,,2.9,90,2345,1.5,56.9,3.7,1018.7,1029.6,7,.5
108,서울,2015-12-21,2.2,-.2,2355,5,1514,4.67,2,4.4,110,838,2.5,76,5.4,1016,1026.8,5.8,2
108,서울,2015-12-22,3.1,-1.5,746,7.7,1417,,,4.3,90,559,2.4,67.9,5,1017.7,1028.5,3.8,2.7
108,서울,2015-12-23,5.9,2.9,2400,10.6,1518,6.98,.4,4.2,50,1448,2.1,59.6,5.5,1011.6,1022.2,4.5,4.9
108,서울,2015-12-24,1.5,-1.6,2355,5.3,1418,,,4.8,290,1448,2.3,67.5,4.6,1010.3,1021.1,4.5,2.4
108,서울,2015-12-25,-.8,-4.9,801,3.7,1451,1.83,0,4.2,270,1155,2,46.3,2.6,1010.5,1021.4,2.3,.9
108,서울,2015-12-26,.9,-3.2,2357,4.7,1131,3.33,.7,5.2,360,2251,2.4,73.3,4.9,1009.8,1020.6,4.5,1.9
108,서울,2015-12-27,-5.7,-8.9,751,-1,1505,,,5.2,20,552,2.9,39,1.5,1019.6,1030.7,0,-.6
108,서울,2015-12-28,-5.7,-9.5,631,-1,1558,,,5.5,70,1103,2.3,38.4,1.5,1022.4,1033.6,0,-2.1
108,서울,2015-12-29,-3.2,-8.7,739,2.9,1549,,,3.2,110,2131,1.4,47.6,2.3,1022.4,1033.5,3.8,-1.8
108,서울,2015-12-30,.3,-3.5,608,4.3,1425,3.75,2.5,4.1,160,714,2.5,67.6,4.3,1018.1,1029,6.9,-.3
108,서울,2015-12-31,.7,-1.9,2358,2.8,1543,,,3.3,20,1020,1.5,81.3,5.2,1020.1,1031,5,.6
108,서울,2016-01-01,1.2,-3.3,456,4,1442,,,3.5,270,1517,1.6,73,4.8,1019.9,1030.9,7,.2
108,서울,2016-01-02,5.7,1,744,9.5,1514,,,4.5,320,1550,2,76.9,7.1,1012,1022.6,7.8,2.8
108,서울,2016-01-03,6.5,5.1,2359,9.4,1506,,,4,320,1258,1.8,80.6,7.7,1008.9,1019.4,7.5,4.8
108,서울,2016-01-04,2,-2.5,2350,5.3,1313,,,5.1,50,1338,3.1,54.4,3.9,1013.1,1023.9,4.4,3
108,서울,2016-01-05,-2.7,-4.8,844,1.5,1512,,,4.6,360,1221,2.3,39.4,1.9,1016.9,1027.9,3.4,.1
108,서울,2016-01-06,-1.7,-4.9,230,1.7,1229,,,3.8,320,1557,1.8,54.3,3,1014.7,1025.7,6,-.5
108,서울,2016-01-07,-3.4,-5.9,732,1.4,1443,,,5.2,340,1652,2.5,51.8,2.4,1013.9,1024.9,.3,-1
108,서울,2016-01-08,-3.3,-6.9,408,1,1515,,,5.9,50,1445,2,49.8,2.3,1012.6,1023.6,.5,-1.5
108,서울,2016-01-09,-2.1,-6.2,813,2.4,1344,,,5.3,50,1439,2.1,57.1,3,1014.3,1025.2,4.1,-1
108,서울,2016-01-10,.3,-2.7,2342,3.8,1256,,,5.1,70,1400,2.6,42.3,2.6,1015.5,1026.4,2.6,.2
108,서울,2016-01-11,-3.8,-6.5,802,.9,1505,,,5,20,1648,2.8,38.3,1.7,1016.1,1027.1,1.1,-1.6
108,서울,2016-01-12,-5.2,-9.1,637,.7,1536,,,5.1,360,2128,2.5,46,1.9,1013.3,1024.4,.5,-2.5
108,서울,2016-01-13,-4.5,-8.2,321,.1,1311,3.42,.4,4.9,320,2059,2,63,2.8,1009.5,1020.5,5.5,-1.8
108,서울,2016-01-14,-3.4,-8.4,658,1.3,1446,2.1,0,4.7,230,1638,1.7,52.1,2.5,1011,1022,4,-1.1
108,서울,2016-01-15,-.4,-4.3,740,5.3,1511,,,3.4,140,2320,1.8,52.3,3,1010.9,1021.7,3.1,-.2
